"ExperimentName","Subject","Session","SessionDate","SessionTime","Block","metablock","TaskType","Trial","Answer","Condition","Correct","CorrectResponse","DifferenceCorrect","LeftNumber","RightNumber","Verification","Problem.ACC","Problem.CRESP","Problem.RESP","Problem.RT","run","Task"
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,6,1,"Plus1",4,10,"Plus1","I",2,2,9,1,12,1,2,2,2267,1,"arithmetic"
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,6,1,"Plus1",5,8,"Plus1","C",1,0,7,1,8,1,1,1,1455,1,"arithmetic"
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,6,1,"Plus1",6,5,"Plus1","C",1,0,4,1,5,1,1,1,1589,1,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,1,3,"LargeProblem",1,11,"L","C",1,0,6,5,11,1,1,1,2647,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,1,3,"LargeProblem",2,11,"L","I",2,1,4,7,12,1,2,2,1850,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,1,3,"LargeProblem",3,13,"L","C",1,0,4,9,13,1,1,1,1637,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,1,3,"LargeProblem",4,12,"L","C",1,0,9,3,12,1,1,1,3186,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,1,3,"LargeProblem",5,14,"L","I",2,1,6,8,15,1,2,2,4463,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,1,3,"LargeProblem",6,11,"L","C",1,0,3,8,11,1,1,1,1848,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,2,1,"Plus1",1,3,"Plus1","I",2,1,2,1,4,1,2,2,1837,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,2,1,"Plus1",2,6,"Plus1","I",2,1,5,1,7,1,2,2,1440,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,2,1,"Plus1",3,3,"Plus1","C",1,0,2,1,3,1,1,1,1504,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,2,1,"Plus1",4,5,"Plus1","I",2,2,4,1,7,1,2,2,1143,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,2,1,"Plus1",5,10,"Plus1","I",2,2,9,1,12,1,2,2,1673,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,2,1,"Plus1",6,8,"Plus1","C",1,0,7,1,8,1,1,1,1392,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,3,6,"SmallProblem",1,9,"S","C",1,0,5,4,9,0,1,2,1911,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,3,6,"SmallProblem",2,10,"S","C",1,0,2,8,10,1,1,1,1597,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,3,6,"SmallProblem",3,7,"S","C",1,0,5,2,7,1,1,1,1835,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,3,6,"SmallProblem",4,9,"S","I",2,1,7,2,10,1,2,2,2132,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,3,6,"SmallProblem",5,9,"S","I",2,2,6,3,11,1,2,2,1501,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,3,6,"SmallProblem",6,8,"S","I",2,1,2,6,9,1,2,2,2568,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,4,2,"SmallProblem",1,10,"S","C",1,0,3,7,10,1,1,1,1570,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,4,2,"SmallProblem",2,5,"S","I",2,2,3,2,7,1,2,2,2221,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,4,2,"SmallProblem",3,10,"S","I",2,1,4,6,11,1,2,2,1899,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,4,2,"SmallProblem",4,6,"S","C",1,0,2,4,6,1,1,1,1590,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,4,2,"SmallProblem",5,7,"S","C",1,0,4,3,7,1,1,1,2307,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,4,2,"SmallProblem",6,8,"S","I",2,2,3,5,10,1,2,2,3089,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,5,5,"Plus1",1,9,"Plus1","I",2,2,8,1,11,1,2,2,1477,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,5,5,"Plus1",2,10,"Plus1","C",1,0,9,1,10,1,1,1,1958,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,5,5,"Plus1",3,7,"Plus1","I",2,1,6,1,8,1,2,2,1954,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,5,5,"Plus1",4,7,"Plus1","C",1,0,6,1,7,1,1,1,1578,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,5,5,"Plus1",5,4,"Plus1","C",1,0,3,1,4,1,1,1,2703,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,5,5,"Plus1",6,6,"Plus1","C",1,0,5,1,6,1,1,1,1290,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,6,4,"LargeProblem",1,14,"L","C",1,0,5,9,14,1,1,1,3092,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,6,4,"LargeProblem",2,11,"L","I",2,2,9,2,13,1,2,2,2606,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,6,4,"LargeProblem",3,13,"L","I",2,2,8,5,15,1,2,2,2198,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,6,4,"LargeProblem",4,13,"L","C",1,0,7,6,13,1,1,1,2105,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,6,4,"LargeProblem",5,12,"L","I",2,1,8,4,13,1,2,2,4012,2,"arithmetic"
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,6,4,"LargeProblem",6,12,"L","I",2,2,5,7,14,1,2,2,3022,2,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,1,2,"SmallProblem",1,9,"S","I",2,1,4,5,10,1,2,2,3420,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,1,2,"SmallProblem",2,6,"S","I",2,2,4,2,8,1,2,2,2622,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,1,2,"SmallProblem",3,10,"S","C",1,0,6,4,10,1,1,1,2215,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,1,2,"SmallProblem",4,8,"S","C",1,0,6,2,8,1,1,1,2381,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,1,2,"SmallProblem",5,10,"S","I",2,1,8,2,11,1,2,2,3521,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,1,2,"SmallProblem",6,8,"S","C",1,0,5,3,8,1,1,1,2552,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,2,1,"Plus1",1,4,"Plus1","C",1,0,3,1,4,1,1,1,3128,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,2,1,"Plus1",2,3,"Plus1","C",1,0,2,1,3,1,1,1,1696,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,2,1,"Plus1",3,4,"Plus1","I",2,1,3,1,5,1,2,2,1983,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,2,1,"Plus1",4,5,"Plus1","I",2,1,4,1,6,1,2,2,2350,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,2,1,"Plus1",5,7,"Plus1","C",1,0,6,1,7,1,1,1,2517,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,2,1,"Plus1",6,6,"Plus1","I",2,2,5,1,8,1,2,2,2036,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,3,4,"LargeProblem",1,12,"L","I",2,1,3,9,13,0,2,1,3319,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,3,4,"LargeProblem",2,13,"L","C",1,0,5,8,13,1,1,1,4526,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,3,4,"LargeProblem",3,11,"L","C",1,0,2,9,11,1,1,1,3217,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,3,4,"LargeProblem",4,11,"L","C",1,0,7,4,11,1,1,1,3417,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,3,4,"LargeProblem",5,14,"L","C",1,0,8,6,14,1,1,1,3510,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,3,4,"LargeProblem",6,14,"L","I",2,2,9,5,16,1,2,2,3247,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,4,5,"Plus1",1,8,"Plus1","C",1,0,7,1,8,1,1,1,2613,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,4,5,"Plus1",2,5,"Plus1","C",1,0,4,1,5,1,1,1,2624,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,4,5,"Plus1",3,10,"Plus1","I",2,2,9,1,12,1,2,2,2270,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,4,5,"Plus1",4,9,"Plus1","I",2,2,8,1,11,1,2,2,2428,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,4,5,"Plus1",5,8,"Plus1","I",2,1,7,1,9,1,2,2,2664,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,4,5,"Plus1",6,9,"Plus1","C",1,0,8,1,9,1,1,1,2632,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,5,6,"SmallProblem",1,5,"S","C",1,0,2,3,5,1,1,1,2168,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,5,6,"SmallProblem",2,7,"S","I",2,1,2,5,8,1,2,2,2856,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,5,6,"SmallProblem",3,9,"S","C",1,0,2,7,9,1,1,1,2440,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,5,6,"SmallProblem",4,10,"S","I",2,2,7,3,12,1,2,2,3837,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,5,6,"SmallProblem",5,7,"S","I",2,2,3,4,9,1,2,2,4077,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,5,6,"SmallProblem",6,9,"S","C",1,0,3,6,9,1,1,1,2948,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,6,3,"LargeProblem",1,11,"L","I",2,2,5,6,13,1,2,2,4818,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,6,3,"LargeProblem",2,11,"L","I",2,2,8,3,13,1,2,2,2769,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,6,3,"LargeProblem",3,13,"L","I",2,1,6,7,14,1,2,2,5076,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,6,3,"LargeProblem",4,13,"L","I",2,1,9,4,14,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,6,3,"LargeProblem",5,12,"L","C",1,0,4,8,12,0,1,2,79,1,"arithmetic"
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,6,3,"LargeProblem",6,12,"L","C",1,0,7,5,12,1,1,1,40,1,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,1,2,"SmallProblem",1,8,"S","I",2,1,2,6,9,1,2,2,2281,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,1,2,"SmallProblem",2,5,"S","I",2,2,3,2,7,1,2,2,2177,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,1,2,"SmallProblem",3,7,"S","C",1,0,4,3,7,1,1,1,2380,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,1,2,"SmallProblem",4,6,"S","C",1,0,2,4,6,1,1,1,3159,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,1,2,"SmallProblem",5,9,"S","I",2,1,7,2,10,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,1,2,"SmallProblem",6,10,"S","C",1,0,3,7,10,0,1,2,667,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,2,5,"Plus1",1,8,"Plus1","C",1,0,7,1,8,1,1,1,3212,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,2,5,"Plus1",2,5,"Plus1","I",2,2,4,1,7,1,2,2,4496,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,2,5,"Plus1",3,9,"Plus1","I",2,2,8,1,11,1,2,2,4140,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,2,5,"Plus1",4,7,"Plus1","C",1,0,6,1,7,1,1,1,2794,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,2,5,"Plus1",5,4,"Plus1","C",1,0,3,1,4,1,1,1,2093,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,2,5,"Plus1",6,10,"Plus1","I",2,2,9,1,12,1,2,2,4069,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,3,1,"Plus1",1,6,"Plus1","C",1,0,5,1,6,1,1,1,3102,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,3,1,"Plus1",2,3,"Plus1","I",2,1,2,1,4,1,2,2,2411,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,3,1,"Plus1",3,7,"Plus1","I",2,1,6,1,8,1,2,2,3859,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,3,1,"Plus1",4,10,"Plus1","C",1,0,9,1,10,0,1,2,2992,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,3,1,"Plus1",5,6,"Plus1","I",2,1,5,1,7,1,2,2,3109,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,3,1,"Plus1",6,3,"Plus1","C",1,0,2,1,3,0,1,2,3076,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,4,4,"LargeProblem",1,11,"L","I",2,1,4,7,12,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,4,4,"LargeProblem",2,11,"L","C",1,0,6,5,11,1,1,1,854,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,4,4,"LargeProblem",3,12,"L","I",2,1,8,4,13,1,2,2,5321,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,4,4,"LargeProblem",4,11,"L","I",2,2,9,2,13,1,2,2,4461,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,4,4,"LargeProblem",5,14,"L","C",1,0,5,9,14,1,1,1,6017,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,4,4,"LargeProblem",6,13,"L","C",1,0,7,6,13,1,1,1,3936,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,5,6,"SmallProblem",1,7,"S","C",1,0,5,2,7,1,1,1,5914,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,5,6,"SmallProblem",2,9,"S","C",1,0,5,4,9,1,1,1,5167,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,5,6,"SmallProblem",3,9,"S","I",2,2,6,3,11,1,2,2,2549,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,5,6,"SmallProblem",4,8,"S","I",2,2,3,5,10,1,2,2,2722,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,5,6,"SmallProblem",5,10,"S","C",1,0,2,8,10,0,1,2,2321,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,5,6,"SmallProblem",6,10,"S","I",2,1,4,6,11,1,2,2,3235,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,6,3,"LargeProblem",1,13,"L","C",1,0,4,9,13,1,1,1,4744,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,6,3,"LargeProblem",2,11,"L","C",1,0,3,8,11,0,1,2,5668,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,6,3,"LargeProblem",3,12,"L","I",2,2,5,7,14,1,2,2,5193,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,6,3,"LargeProblem",4,12,"L","C",1,0,9,3,12,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,6,3,"LargeProblem",5,13,"L","I",2,2,8,5,15,0,2,1,502,2,"arithmetic"
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,6,3,"LargeProblem",6,14,"L","I",2,1,6,8,15,1,2,2,5314,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,1,6,"SmallProblem",1,5,"S","I",2,2,3,2,7,1,2,2,4929,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,1,6,"SmallProblem",2,10,"S","C",1,0,3,7,10,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,1,6,"SmallProblem",3,6,"S","C",1,0,2,4,6,0,1,2,1337,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,1,6,"SmallProblem",4,10,"S","C",1,0,2,8,10,1,1,1,2087,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,1,6,"SmallProblem",5,8,"S","I",2,1,2,6,9,1,2,2,5017,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,1,6,"SmallProblem",6,7,"S","C",1,0,4,3,7,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,2,2,"SmallProblem",1,9,"S","C",1,0,5,4,9,1,1,1,4818,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,2,2,"SmallProblem",2,9,"S","I",2,2,6,3,11,1,2,2,5035,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,2,2,"SmallProblem",3,10,"S","I",2,1,4,6,11,1,2,2,4518,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,2,2,"SmallProblem",4,9,"S","I",2,1,7,2,10,0,2,1,1409,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,2,2,"SmallProblem",5,7,"S","C",1,0,5,2,7,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,2,2,"SmallProblem",6,8,"S","I",2,2,3,5,10,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,3,5,"Plus1",1,3,"Plus1","I",2,1,2,1,4,0,2,1,3600,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,3,5,"Plus1",2,6,"Plus1","I",2,1,5,1,7,1,2,2,2119,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,3,5,"Plus1",3,7,"Plus1","C",1,0,6,1,7,1,1,1,2597,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,3,5,"Plus1",4,4,"Plus1","C",1,0,3,1,4,1,1,1,3018,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,3,5,"Plus1",5,10,"Plus1","C",1,0,9,1,10,1,1,1,2414,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,3,5,"Plus1",6,3,"Plus1","C",1,0,2,1,3,1,1,1,4707,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,4,4,"LargeProblem",1,14,"L","I",2,1,6,8,15,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,4,4,"LargeProblem",2,11,"L","I",2,2,9,2,13,1,2,2,5087,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,4,4,"LargeProblem",3,14,"L","C",1,0,5,9,14,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,4,4,"LargeProblem",4,13,"L","I",2,2,8,5,15,0,2,1,4798,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,4,4,"LargeProblem",5,12,"L","I",2,2,5,7,14,1,2,2,2773,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,4,4,"LargeProblem",6,11,"L","I",2,1,4,7,12,1,2,2,4883,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,5,1,"Plus1",1,6,"Plus1","C",1,0,5,1,6,1,1,1,3383,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,5,1,"Plus1",2,5,"Plus1","I",2,2,4,1,7,1,2,2,5444,2,"arithmetic"
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,5,1,"Plus1",3,10,"Plus1","I",2,2,9,1,12,1,2,2,2977,2,"arithmetic"
